,MMSI,start_time,end_time,VESSEL TYPE,ud_group,len_of_recording,instance_id,min_speed(KNOTSx10),max_speed(KNOTSx10),mean_speed(KNOTSx10),length(in m),min_distance(in kms),max_distance(in kms),mean_distance(in kms),min_course,max_course,mean_course,min_heading,max_heading,mean_heading,SHIPNAME,spectrogram,audio,mseed,psd,psd_pickle
522,366345000,2015-07-09 05:25:50,2015-07-09 05:35:50,Research/Survey Vessel,Research,10.0,AB_20150709052550_20150709053550,5,5,5.0,79.71,1.73,1.73,1.73,355,355,355.0,348,348,348.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150709052550_20150709053550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150709052550_20150709053550.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150709052550_20150709053550.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150709052550_20150709053550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150709052550_20150709053550.pkl
523,366345000,2015-07-09 05:35:50,2015-07-09 05:45:50,Research/Survey Vessel,Research,10.0,AB_20150709053550_20150709054550,9,9,9.0,79.71,1.73,1.73,1.73,238,238,238.0,349,349,349.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150709053550_20150709054550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150709053550_20150709054550.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150709053550_20150709054550.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150709053550_20150709054550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150709053550_20150709054550.pkl
524,366345000,2015-07-09 05:45:50,2015-07-09 05:55:50,Research/Survey Vessel,Research,10.0,AB_20150709054550_20150709055550,2,2,2.0,83.26,1.59,1.59,1.59,148,148,148.0,298,298,298.0,THOMAS G.THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150709054550_20150709055550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150709054550_20150709055550.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150709054550_20150709055550.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150709054550_20150709055550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150709054550_20150709055550.pkl
525,366345000,2015-07-09 05:55:50,2015-07-09 06:05:50,Research/Survey Vessel,Research,10.0,AB_20150709055550_20150709060550,2,2,2.0,83.26,1.59,1.59,1.59,85,85,85.0,299,299,299.0,THOMAS G.THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150709055550_20150709060550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150709055550_20150709060550.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150709055550_20150709060550.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150709055550_20150709060550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150709055550_20150709060550.pkl
526,366345000,2015-07-09 06:05:50,2015-07-09 06:15:50,Research/Survey Vessel,Research,10.0,AB_20150709060550_20150709061550,3,3,3.0,79.71,1.73,1.73,1.73,316,316,316.0,348,348,348.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150709060550_20150709061550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150709060550_20150709061550.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150709060550_20150709061550.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150709060550_20150709061550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150709060550_20150709061550.pkl
527,366345000,2015-07-09 06:15:50,2015-07-09 06:25:50,Research/Survey Vessel,Research,10.0,AB_20150709061550_20150709062550,8,8,8.0,79.71,1.73,1.73,1.73,30,30,30.0,349,349,349.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150709061550_20150709062550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150709061550_20150709062550.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150709061550_20150709062550.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150709061550_20150709062550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150709061550_20150709062550.pkl
528,366345000,2015-07-09 06:25:50,2015-07-09 06:35:50,Research/Survey Vessel,Research,10.0,AB_20150709062550_20150709063550,3,3,3.0,83.26,1.59,1.59,1.59,190,190,190.0,318,318,318.0,THOMAS G.THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150709062550_20150709063550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150709062550_20150709063550.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150709062550_20150709063550.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150709062550_20150709063550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150709062550_20150709063550.pkl
529,366345000,2015-07-09 06:35:50,2015-07-09 06:45:50,Research/Survey Vessel,Research,10.0,AB_20150709063550_20150709064550,0,0,0.0,79.71,1.73,1.73,1.73,85,85,85.0,352,352,352.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150709063550_20150709064550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150709063550_20150709064550.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150709063550_20150709064550.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150709063550_20150709064550.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150709063550_20150709064550.pkl
530,366345000,2015-07-13 00:17:49,2015-07-13 00:27:49,Research/Survey Vessel,Research,10.0,AB_20150713001749_20150713002749,3,3,3.0,83.26,0.1,0.1,0.1,306,306,306.0,310,310,310.0,THOMAS G.THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150713001749_20150713002749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150713001749_20150713002749.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150713001749_20150713002749.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150713001749_20150713002749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150713001749_20150713002749.pkl
531,366345000,2015-07-13 00:27:49,2015-07-13 00:37:49,Research/Survey Vessel,Research,10.0,AB_20150713002749_20150713003749,5,5,5.0,79.71,1.7,1.7,1.7,277,277,277.0,338,338,338.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150713002749_20150713003749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150713002749_20150713003749.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150713002749_20150713003749.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150713002749_20150713003749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150713002749_20150713003749.pkl
532,366345000,2015-07-13 00:37:49,2015-07-13 00:47:49,Research/Survey Vessel,Research,10.0,AB_20150713003749_20150713004749,8,8,8.0,79.71,1.73,1.73,1.73,338,338,338.0,351,351,351.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150713003749_20150713004749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150713003749_20150713004749.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150713003749_20150713004749.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150713003749_20150713004749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150713003749_20150713004749.pkl
533,366345000,2015-07-13 00:47:49,2015-07-13 00:57:49,Research/Survey Vessel,Research,10.0,AB_20150713004749_20150713005749,2,2,2.0,79.71,1.73,1.73,1.73,355,355,355.0,351,351,351.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150713004749_20150713005749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150713004749_20150713005749.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150713004749_20150713005749.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150713004749_20150713005749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150713004749_20150713005749.pkl
534,366345000,2015-07-13 00:57:49,2015-07-13 01:07:49,Research/Survey Vessel,Research,10.0,AB_20150713005749_20150713010749,8,8,8.0,79.71,1.73,1.73,1.73,84,84,84.0,351,351,351.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150713005749_20150713010749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150713005749_20150713010749.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150713005749_20150713010749.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150713005749_20150713010749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150713005749_20150713010749.pkl
535,366345000,2015-07-13 01:07:49,2015-07-13 01:17:49,Research/Survey Vessel,Research,10.0,AB_20150713010749_20150713011749,2,2,2.0,79.71,1.73,1.73,1.73,296,296,296.0,351,351,351.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150713010749_20150713011749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150713010749_20150713011749.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150713010749_20150713011749.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150713010749_20150713011749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150713010749_20150713011749.pkl
536,366345000,2015-07-13 01:17:49,2015-07-13 01:27:49,Research/Survey Vessel,Research,10.0,AB_20150713011749_20150713012749,2,2,2.0,83.26,0.09,0.09,0.09,147,147,147.0,306,306,306.0,THOMAS G.THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150713011749_20150713012749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150713011749_20150713012749.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150713011749_20150713012749.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150713011749_20150713012749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150713011749_20150713012749.pkl
537,366345000,2015-07-13 01:27:49,2015-07-13 01:37:49,Research/Survey Vessel,Research,10.0,AB_20150713012749_20150713013749,3,3,3.0,79.71,1.73,1.73,1.73,244,244,244.0,351,351,351.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150713012749_20150713013749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150713012749_20150713013749.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150713012749_20150713013749.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150713012749_20150713013749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150713012749_20150713013749.pkl
538,366345000,2015-07-13 01:37:49,2015-07-13 01:47:49,Research/Survey Vessel,Research,10.0,AB_20150713013749_20150713014749,2,2,2.0,79.71,1.98,1.98,1.98,89,89,89.0,340,340,340.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150713013749_20150713014749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150713013749_20150713014749.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150713013749_20150713014749.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150713013749_20150713014749.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150713013749_20150713014749.pkl
