,MMSI,start_time,end_time,VESSEL TYPE,ud_group,len_of_recording,instance_id,min_SOG,max_SOG,mean_SOG,length(in m),min_distance(in kms),max_distance(in kms),mean_distance(in kms),min_COG,max_COG,mean_COG,min_heading,max_heading,mean_heading,SHIPNAME,spectrogram,audio,mseed,psd,psd_pickle
96,357777000,2017-11-23 22:10:03,2017-11-23 22:20:03,"Cargo, all ships of this type",Cargo,10.0,OS_20171123221003_20171123222003,11.5,11.7,11.614285714285714,189.99,3.12,4.68,3.6728571428571426,177.4,182.1,180.04285714285714,181.0,186.0,183.42857142857142,BUENA VENTURA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20171123221003_20171123222003.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20171123221003_20171123222003.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20171123221003_20171123222003.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20171123221003_20171123222003.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20171123221003_20171123222003.pkl
97,357777000,2018-04-09 16:59:34,2018-04-09 17:09:34,"Cargo, all ships of this type",Cargo,10.0,OS_20180409165934_20180409170934,14.0,14.3,14.190000000000001,189.0,2.35,4.78,3.3909999999999996,178.1,181.2,179.91,180.0,181.0,180.7,BUENA VENTURA,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20180409165934_20180409170934.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20180409165934_20180409170934.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20180409165934_20180409170934.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20180409165934_20180409170934.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20180409165934_20180409170934.pkl
98,366082000,2021-11-08 21:39:50,2021-11-08 21:49:50,Fishing,Fishing type,10.0,OS_20211108213950_20211108214950,7.4,7.4,7.4,32.0,4.99,4.99,4.99,137.0,137.0,137.0,511.0,511.0,511.0,TRAILBLAZER,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20211108213950_20211108214950.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20211108213950_20211108214950.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20211108213950_20211108214950.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20211108213950_20211108214950.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20211108213950_20211108214950.pkl
99,366082000,2021-11-08 21:49:50,2021-11-08 21:59:50,Fishing,Fishing type,10.0,OS_20211108214950_20211108215950,6.6,6.6,6.6,32.0,2.46,2.46,2.46,128.5,128.5,128.5,511.0,511.0,511.0,TRAILBLAZER,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20211108214950_20211108215950.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20211108214950_20211108215950.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20211108214950_20211108215950.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20211108214950_20211108215950.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20211108214950_20211108215950.pkl
100,366082000,2021-11-08 21:59:50,2021-11-08 22:09:50,Fishing,Fishing type,10.0,OS_20211108215950_20211108220950,6.5,6.5,6.5,32.0,2.55,2.55,2.55,132.0,132.0,132.0,511.0,511.0,511.0,TRAILBLAZER,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20211108215950_20211108220950.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20211108215950_20211108220950.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20211108215950_20211108220950.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20211108215950_20211108220950.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20211108215950_20211108220950.pkl
101,366345000,2020-08-02 21:18:47,2020-08-02 21:28:47,"Other Type, all ships of this type",Other purpose,10.0,OS_20200802211847_20200802212847,6.5,6.7,6.56,83.0,3.93,4.96,4.442,294.1,295.9,295.18,289.0,291.0,289.6,THOMAS G THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20200802211847_20200802212847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20200802211847_20200802212847.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20200802211847_20200802212847.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20200802211847_20200802212847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20200802211847_20200802212847.pkl
102,366345000,2020-08-02 21:28:47,2020-08-02 21:38:47,"Other Type, all ships of this type",Other purpose,10.0,OS_20200802212847_20200802213847,6.5,6.7,6.566666666666666,83.0,1.61,2.96,2.2666666666666666,290.8,294.4,292.7,289.0,290.0,289.3333333333333,THOMAS G THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20200802212847_20200802213847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20200802212847_20200802213847.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20200802212847_20200802213847.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20200802212847_20200802213847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20200802212847_20200802213847.pkl
103,366345000,2020-08-02 21:38:47,2020-08-02 21:48:47,"Other Type, all ships of this type",Other purpose,10.0,OS_20200802213847_20200802214847,2.4,6.7,4.42,83.0,1.41,1.49,1.454,287.7,292.8,291.04,279.0,289.0,283.0,THOMAS G THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20200802213847_20200802214847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20200802213847_20200802214847.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20200802213847_20200802214847.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20200802213847_20200802214847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20200802213847_20200802214847.pkl
104,366345000,2020-08-02 21:48:47,2020-08-02 21:58:47,"Other Type, all ships of this type",Other purpose,10.0,OS_20200802214847_20200802215847,0.3,1.5,0.7000000000000001,83.0,1.53,1.59,1.5716666666666665,11.2,356.8,249.13333333333333,190.0,273.0,212.83333333333334,THOMAS G THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20200802214847_20200802215847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20200802214847_20200802215847.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20200802214847_20200802215847.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20200802214847_20200802215847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20200802214847_20200802215847.pkl
105,366345000,2020-08-02 21:58:47,2020-08-02 22:08:47,"Other Type, all ships of this type",Other purpose,10.0,OS_20200802215847_20200802220847,0.1,0.9,0.2833333333333334,83.0,1.54,1.58,1.5516666666666667,77.8,315.7,262.3,174.0,194.0,186.0,THOMAS G THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20200802215847_20200802220847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20200802215847_20200802220847.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20200802215847_20200802220847.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20200802215847_20200802220847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20200802215847_20200802220847.pkl
106,366345000,2020-08-02 22:08:47,2020-08-02 22:18:47,"Other Type, all ships of this type",Other purpose,10.0,OS_20200802220847_20200802221847,15.7,15.7,15.7,299.99,3.89,3.89,3.89,0.0,0.0,0.0,3.0,3.0,3.0,EVER SMART,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20200802220847_20200802221847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20200802220847_20200802221847.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20200802220847_20200802221847.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20200802220847_20200802221847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20200802220847_20200802221847.pkl
107,366345000,2020-08-02 22:18:47,2020-08-02 22:28:47,"Other Type, all ships of this type",Other purpose,10.0,OS_20200802221847_20200802222847,15.7,15.7,15.7,299.99,3.89,3.89,3.89,0.0,0.0,0.0,3.0,3.0,3.0,EVER SMART,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20200802221847_20200802222847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20200802221847_20200802222847.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20200802221847_20200802222847.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20200802221847_20200802222847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20200802221847_20200802222847.pkl
108,366345000,2020-08-02 22:28:47,2020-08-02 22:38:47,"Other Type, all ships of this type",Other purpose,10.0,OS_20200802222847_20200802223847,15.7,15.7,15.7,299.99,3.89,3.89,3.89,0.0,0.0,0.0,3.0,3.0,3.0,EVER SMART,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20200802222847_20200802223847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20200802222847_20200802223847.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20200802222847_20200802223847.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20200802222847_20200802223847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20200802222847_20200802223847.pkl
109,366345000,2020-08-02 22:38:47,2020-08-02 22:48:47,"Other Type, all ships of this type",Other purpose,10.0,OS_20200802223847_20200802224847,15.7,15.7,15.7,299.99,3.89,3.89,3.89,0.0,0.0,0.0,3.0,3.0,3.0,EVER SMART,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20200802223847_20200802224847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20200802223847_20200802224847.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20200802223847_20200802224847.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20200802223847_20200802224847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20200802223847_20200802224847.pkl
110,366345000,2020-08-02 22:48:47,2020-08-02 22:58:47,"Other Type, all ships of this type",Other purpose,10.0,OS_20200802224847_20200802225847,0.1,0.4,0.23333333333333336,83.0,1.6,1.61,1.6033333333333335,138.5,180.0,161.20000000000002,174.0,175.0,174.66666666666666,THOMAS G THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20200802224847_20200802225847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20200802224847_20200802225847.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20200802224847_20200802225847.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20200802224847_20200802225847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20200802224847_20200802225847.pkl
111,366345000,2020-08-02 22:58:47,2020-08-02 23:08:47,"Other Type, all ships of this type",Other purpose,10.0,OS_20200802225847_20200802230847,0.2,0.2,0.2,83.0,1.56,1.56,1.56,109.3,109.3,109.3,175.0,175.0,175.0,THOMAS G THOMPSON,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Spectrograms/OS_20200802225847_20200802230847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Audio/OS_20200802225847_20200802230847.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/Mseed/OS_20200802225847_20200802230847.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSDs/OS_20200802225847_20200802230847.png,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=10/Benchmark_Data//Ships/Oregon_Slope/PSD_pickles/OS_20200802225847_20200802230847.pkl
